KODE_DESA,DESA,n_a,y_a,direct_est_sampled,fh_est,bayes_mean,bayes_p025,bayes_p975
11,MERANCANG ULU,0,0,,0.2810573430640618,0.26141064961221605,0.0063056420881691735,0.8100463716273956
11,SUKAN TENGAH,0,0,,0.2810573430640618,0.2699453732203475,0.0031432613239712292,0.8852810732697842
11,TEPIAN BUAH,0,0,,0.2810573430640618,0.23437588584336644,0.022207857592237312,0.6705608857403947
11,[011] MERANCANG ULU,20,7,0.35,0.3111588537978719,0.27870082875576596,0.15378627913415172,0.4512449411664908
11,[011] SUKAN TENGAH,21,10,0.47619047619047616,0.3628434807240033,0.3436081155823022,0.20750532845623673,0.505813930436111
12,LONG PELAY,0,0,,0.2810573430640618,0.2605064982153352,0.042000349267735965,0.6191618045539209
12,PULAU BESING,0,0,,0.2810573430640618,0.23779843565856879,0.06854097898285272,0.4940706997841716
12,SIDUUNG INDAH,0,0,,0.2810573430640618,0.23782239091071278,0.05949185159768361,0.5192550461302745
12,SUARAN,0,0,,0.2810573430640618,0.24768325089549112,0.013696143698561432,0.7231330540306351
12,TALISAYAN,0,0,,0.2810573430640618,0.27595326565113903,0.0002028674377914014,0.9491200650588831
12,[012] TALISAYAN,43,5,0.11627906976744186,0.20439694420953178,0.15481887264727062,0.0781664332555733,0.2508692581265613
13,BATU RAJANG,0,0,,0.2810573430640618,0.23750652336771916,0.06855103499010458,0.48822779048228526
13,CAPUAK,0,0,,0.2810573430640618,0.24041481948073393,0.046161556580212204,0.5687908946531774
13,LONG LAMCIN,0,0,,0.2810573430640618,0.2423974197820248,0.051904044419304345,0.5469126399459004
13,MERANCANG ILIR,0,0,,0.2810573430640618,0.23992755698173598,0.06413523953823023,0.5016115804329145
13,PESAYAN,0,0,,0.2810573430640618,0.25606544436557716,0.006197985292151156,0.8088636527198643
13,[013] MERANCANG ILIR,19,5,0.2631578947368421,0.27883367564686123,0.23492178639324132,0.12319585400237876,0.3804655358490816
13,[013] PESAYAN,21,8,0.38095238095238093,0.32435285643612166,0.2935123858311265,0.17354249546008219,0.4575312637132705
14,LONG SULUI,0,0,,0.2810573430640618,0.24384502121713222,0.035650171770744137,0.633252768016341
14,PILANJAU,0,0,,0.2810573430640618,0.25257581699762344,0.04331986586440984,0.6086776289071044
14,[014] PILANJAU,19,7,0.3684210526315789,0.31729469934816185,0.2842363060093591,0.16526998067483523,0.4333667199558156
15,BATU-BATU,0,0,,0.2810573430640618,0.24182212511015092,0.059388493047244674,0.5328161292315826
15,BENA BARU,0,0,,0.2810573430640618,0.24121174365071152,0.06300372001225209,0.510268586957665
